ID,Charactor,cantonesePhonetic
9719,蟏,siu1
9720,謞,hok6
9721,嚣,hiu1
9722,髇,hou1
9723,櫹,siu1
9724,髐,haau1
9725,虈,hiu1
9726,洨,haau4
9727,崤,ngaau4
9728,淆,ngaau4
9729,小,siu2
9730,晓,hiu2
9731,筱,siu2
9732,筱,siu6
9733,皛,kiu5
9734,謏,siu2
9735,謏,sau2
9736,孝,haau3
9737,肖,ciu3
9738,恔,haau6
9739,哮,haau1
9740,效,haau6
9741,校,gaau3
9742,校,haau6
9743,笑,siu3
9744,啸,siu3
9745,些,se1
9746,楔,sit3
9747,歇,hit3
9748,蝎,hit3
9749,蝎,kit3
9750,蝎,hot3
9751,劦,hip6
9752,协,hip3
9753,协,hip6
9754,邪,ce4
9755,邪,je4
9756,胁,hip3
9757,拹,hip6
9758,挟,haap6
9759,挟,hip6
9760,偕,gaai1
9761,斜,ce4
9762,斜,je4
9763,谐,haai4
9764,猲,hit3
9765,猲,hot3
9766,絜,git3
9767,絜,kit3
9768,嗋,hip3
9769,携,kwai4
9770,勰,hip6
9771,撷,git3
9772,撷,kit3
9773,缬,kit3
9774,缬,lit3
9775,鞋,haai4
9776,襭,kit3
9777,龤,haai4
9778,写,se2
9779,伳,sit3
9780,灺,se3
9781,泄,jai6
9782,泄,sit3
9783,泻,se2
9784,泻,se3
9785,绁,sit3
9786,卸,se3
9787,屑,sit3
9788,偰,sit3
9789,械,haai6
9790,亵,sit3
9791,媟,sit3
9792,揳,sip3
9793,揳,sit3
9794,渫,sit3
9795,谢,ze6
9796,榍,sit3
9797,榭,ze6
9798,屧,sit3
9799,韰,haai6
9800,嶰,haai5
9801,廨,gaai3
9802,廨,haai6
9803,懈,gaai3
9804,懈,haai5
9805,懈,haai6
9806,澥,haai5
9807,獬,haai5
9808,薢,gaai1
9809,薢,gaai3
9810,薤,haai6
9811,邂,haai5
9812,邂,haai6
9813,燮,sip3
9814,燮,sit3
9815,瀣,haai6
9816,蟹,haai5
9817,齘,haai6
9818,躠,sit3
9819,躞,sip3
9820,心,sam1
9821,忻,jan1
9822,芯,sam1
9823,辛,san1
9824,昕,jan1
9825,欣,jan1
9826,莘,san1
9827,锌,san1
9828,新,san1
9829,歆,jam1
9830,廞,jam1
9831,噷,hm1
9832,薪,san1
9833,馨,hing1
9834,鑫,jam1
9835,鬵,cam4
9836,鬵,cim4
9837,伈,sam2
9838,潃,sau3
9839,囟,seon3
9840,炘,jan1
9841,信,seon3
9842,衅,jan3
9843,衅,jan6
9844,焮,jan1
9845,焮,jan3
9846,舋,jan3
9847,兴,hing1
9848,兴,hing3
9849,狌,sang1
9850,狌,sing1
9851,星,seng1
9852,星,sing1
9853,骍,sing1
9854,惺,sing1
9855,惺,sing2
9856,猩,sing1
9857,煋,sing3
9858,瑆,sing1
9859,腥,seng1
9860,腥,sing1
9861,箵,sing2
9862,刑,jing4
9863,行,haang4
9864,行,hang4
9865,行,hang6
9866,行,hong4
9867,邢,jing4
9868,形,jing4
9869,陉,jing4
9870,侀,jing4
9871,型,jing4
9872,钘,gin1
9873,娙,jing4
9874,硎,jing4
9875,铏,jing4
9876,醒,seng2
9877,醒,sing1
9878,醒,sing2
9879,擤,sang3
9880,杏,hang6
9881,姓,seng3
9882,姓,sing3
9883,幸,hang6
9884,性,sing3
9885,荇,hang6
9886,莕,hang6
9887,婞,hang6
9888,悻,hang5
9889,悻,hang6
9890,涬,hang6
9891,凶,hung1
9892,兄,hing1
9893,匈,hung1
9894,芎,gung1
9895,芎,hung1
9896,芎,kung4
9897,忷,hung1
9898,汹,hung1
9899,哅,hung1
9900,恟,hung1
9901,胸,hung1
9902,雄,hung4
9903,熊,hung4
9904,诇,gwing2
9905,诇,hing3
9906,敻,hing3
9907,敻,hyun3
9908,休,jau1
9909,修,sau1
9910,咻,heoi2
9911,咻,jau1
9912,庥,jau1
9913,烋,haau1
9914,羞,sau1
9915,鸺,jau1
9916,貅,jau1
9917,馐,sau1
9918,髹,jau1
9919,朽,jau2
9920,朽,nau2
9921,滫,sau1
9922,滫,sau2
9923,糔,sau1
9924,秀,sau3
9925,岫,zau6
9926,绣,sau3
9927,袖,zau6
9928,琇,sau3
9929,锈,sau3
9930,溴,cau3
9931,褎,jau6
9932,褎,zau6
9933,戌,seot1
9934,旴,heoi1
9935,盱,heoi1
9936,欨,heoi2
9937,砉,waak6
9938,胥,seoi1
9939,须,seoi1
9940,须,sou1
9941,顼,juk1
9942,虚,heoi1
9943,谞,seoi1
9944,欻,fat1
9945,楈,seoi1
9946,窢,wik6
9947,嘘,heoi1
9948,稰,seoi1
9949,需,seoi1
9950,魆,fat1
9951,墟,heoi1
9952,嬃,seoi1
9953,歔,heoi1
9954,蝑,seoi1
9955,魖,heoi1
9956,驉,heoi1
9957,鑐,seoi1
9958,徐,ceoi4
9959,许,heoi2
9960,呴,heoi1
9961,姁,heoi2
9962,诩,heoi2
9963,冔,heoi2
9964,栩,heoi2
9965,湑,seoi2
9966,鄦,heoi2
9967,糈,seoi2
9968,醑,seoi2
9969,旭,juk1
9970,序,zeoi6
9971,侐,gwik1
9972,叙,zeoi6
9973,恤,seot1
9974,昫,heoi2
9975,洫,gwik1
9976,殈,gwik1
9977,畜,cuk1
9978,勖,juk1
9979,绪,seoi5
9980,续,zuk6
9981,酗,jyu3
9982,喣,heoi2
9983,婿,sai3
9984,溆,zeoi6
9985,絮,seoi5
9986,絮,seoi6
9987,訹,zeot1
9988,嗅,hung3
9989,嗅,cau3
9990,慉,cuk1
9991,煦,heoi2
9992,煦,jyu3
9993,蓄,cuk1
9994,獝,wat6
9995,藇,zeoi6
9996,藇,jyu6
9997,瞲,hyut3
9998,藚,zuk6
9999,鱮,zeoi6
10000,蓿,suk1
10001,轩,hin1
10002,咺,hyun2
10003,宣,syun1
10004,晅,hyun1
10005,谖,hyun1
10006,喧,hyun1
10007,愃,hyun1
10008,揎,syun1
10009,萱,hyun1
10010,萲,hyun1
10011,暄,hyun1
10012,瑄,syun1
10013,儇,hyun1
10014,禤,hyun3
10015,嬛,king4
10016,嬛,hyun1
10017,諠,hyun1
10018,駽,hyun1
10019,矎,hing3
10020,矎,hyun3
10021,翾,hyun1
10022,蠉,hyun1
10023,玄,jyun4
10024,悬,jyun4
10025,旋,syun4
10026,琁,syun4
10027,漩,syun4
10028,璇,syun4
10029,选,syun2
10030,烜,hyun2
10031,癣,sin2
10032,泫,jyun5
10033,昡,jyun6
10034,炫,jyun4
10035,炫,jyun6
10036,绚,seon1
10037,绚,hyun3
10038,眩,jyun6
10039,铉,jyun5
10040,琄,jyun6
10041,眴,seon1
10042,眴,hyun3
10043,眴,jyun6
10044,衒,jyun6
10045,渲,hyun1
10046,渲,syun3
10047,楥,hyun3
10048,楥,jyun4
10049,楦,hyun3
10050,鞙,gyun1
10051,鞙,jyun5
10052,疶,sit3
10053,靴,hoe1
10054,薛,sit3
10055,穴,jyut6
10056,学,hok6
10057,峃,hok6
10058,泶,hok6
10059,踅,zai6
10060,踅,zi3
10061,踅,cyut3
10062,觷,hok6
10063,鷽,hok6
10064,雪,syut3
10065,鳕,syut3
10066,血,hyut3
10067,吷,hyut3
10068,泧,jyut6
10069,狘,hyut3
10070,谑,joek6
10071,勋,fan1
10072,埙,hyun1
10073,焄,fan1
10074,熏,fan1
10075,窨,jam3
10076,窨,fan1
10077,獯,fan1
10078,曛,fan1
10079,臐,fan1
10080,纁,fan1
10081,醺,fan1
10082,寻,cam4
10083,巡,ceon4
10084,旬,ceon4
10085,驯,ceon4
10086,询,seon1
10087,峋,seon1
10088,恂,seon1
10089,洵,seon1
10090,浔,cam4
10091,紃,ceon4
10092,荀,seon1
10093,栒,ceon4
10094,栒,seon2
10095,珣,seon1
10096,循,ceon4
10097,揗,tan4
10098,揗,tang4
10099,鄩,cam4
10100,鲟,cam4
10101,噚,cam4
10102,燂,taam4
10103,燂,cim4
10104,燅,cam4
10105,燅,cim4
10106,燖,cam4
10107,训,fan3
10108,讯,seon3
10109,汛,seon3
10110,迅,seon3
10111,侚,seon1
10112,侚,seon6
10113,徇,seon1
10114,徇,seon6
10115,迿,seon6
10116,逊,seon3
10117,殉,seon1
10118,殉,seon6
10119,巽,seon3
10120,愻,seon3
10121,噀,seon3
10122,蕈,cam5
10123,丫,aa1
10124,压,aat3
10125,呀,aa1
10126,押,aap3
10127,押,aat3
10128,鸦,aa1
10129,鸦,ngaa1
10130,桠,aa1
10131,鸭,aap3
10132,牙,ngaa4
10133,伢,ngaa4
10134,岈,haa1
10135,岈,ngaa4
10136,芽,ngaa4
10137,枒,ngaa4
10138,琊,je4
10139,蚜,ngaa4
10140,堐,ngaai4
10141,崖,ngaai4
10142,涯,ngaai4
10143,睚,ngaai4
10144,衙,ngaa4
10145,疋,ngaa5
10146,疋,pat1
10147,疋,so1
10148,厊,ngaa5
10149,庌,ngaa5
10150,哑,aa2
10151,哑,ak1
10152,雅,aa1
10153,雅,ngaa5
10154,圠,caak3
10155,亚,aa3
10156,穵,waat3
10157,襾,aa3
10158,讶,ngaa6
10159,迓,ngaa6
10160,玡,je4
10161,垭,aa3
10162,垭,ngaa3
10163,娅,aa3
10164,挜,aa3
10165,挜,ngaa3
10166,挜,ngaa6
10167,砑,ngaa6
10168,氩,aa3
10169,揠,aat3
10170,猰,jaak3
10171,窫,jaak3
10172,齾,ngaa3
10173,咽,jin1
10174,咽,jin3
10175,咽,jit3
10176,恹,jim1
10177,烟,jin1
10178,胭,jin1
10179,崦,jim1
10180,淹,jim1
10181,焉,jin1
10182,焉,jin4
10183,阉,jim1
10184,湮,jan1
10185,湮,jin1
10186,腌,jim1
10187,腌,jip3
10188,傿,jin1
10189,鄢,jin1
10190,嫣,jin1
10191,蔫,jin1
10192,嬮,jim1
10193,嬮,jim3
10194,臙,jin1
10195,黫,jan1
10196,延,jin4
10197,闫,jim4
10198,严,jim4
10199,妍,jin4
10200,芫,jyun4
10201,言,jin4
10202,岩,ngaam4
10203,沿,jyun4
10204,炎,jim4
10205,郔,jin4
10206,狿,jin4
10207,研,ngaan4
10208,研,jin4
10209,研,jin6
10210,莚,jin4
10211,盐,jim4
10212,阎,jim4
10213,嵒,ngaam4
10214,筵,jin4
10215,綖,jin4
10216,蜒,jin4
10217,揅,jin4
10218,碞,ngaam4
10219,颜,ngaan4
10220,虤,ngaan4
10221,檐,jam4
10222,檐,jim4
10223,檐,sim4
10224,壛,jim4
10225,麙,haam4
10226,麙,ngaam4
10227,沇,jin5
10228,兖,jin5
10229,奄,jim1
10230,奄,jim2
10231,俨,jim5
10232,匽,jin2
10233,弇,jim2
10234,衍,hin2
10235,衍,jin2
10236,衍,jin5
10237,偃,jin2
10238,厣,jim2
10239,掩,jim2
10240,眼,ngaan5
10241,郾,jin2
10242,扊,jim5
10243,揜,jim2
10244,渰,jim2
10245,琰,jim5
10246,隒,jim2
10247,罨,jim2
10248,裺,jim2
10249,演,jan5
10250,演,jin2
10251,演,jin5
10252,戭,jan5
10253,戭,jin2
10254,蝘,jin2
10255,魇,jim2
10256,噞,jim1
10257,躽,jin2
10258,黡,jim2
10259,甗,jin5
10260,鰋,jin2
10261,鶠,jin2
10262,黤,jim2
10263,齞,jin6
10264,龑,jim2
10265,黭,jim2
10266,顩,jim5
10267,巘,jin5
10268,鼹,jin2
10269,齴,ngaan5
10270,齴,jin6
10271,厌,jim1
10272,厌,jim3
10273,彦,jin6
10274,砚,jin6
10275,唁,jin6
10276,宴,jin3
10277,晏,aan3
10278,晏,ngaan3
10279,艳,jim6
10280,验,jim6
10281,掞,sim3
10282,谚,jin6
10283,喭,jin6
10284,堰,jin2
10285,焰,jim4
10286,焰,jim6
10287,焱,jim6
10288,猒,aat3
10289,猒,ngaat3
10290,猒,jim3
10291,雁,ngaan6
10292,滟,jim6
10293,酽,jim6
10294,谳,jin6
10295,餍,jim3
10296,鴈,ngaan6
10297,燕,jin1
10298,燕,jin3
10299,赝,ngaan6
10300,鬳,gyun3
10301,鴳,an3
10302,鴳,ngan3
10303,酀,jin3
10304,嬿,jin3
10305,爓,jim6
10306,鷃,aan3
10307,驠,jin1
10308,央,joeng1
10309,抰,joeng2
10310,泱,joeng1
10311,殃,joeng1
10312,秧,joeng1
10313,鸯,joeng1
10314,鉠,joeng1
10315,鞅,joeng1
10316,鞅,joeng2
10317,扬,joeng4
10318,羊,joeng4
10319,阳,joeng4
10320,旸,joeng4
10321,杨,joeng4
10322,炀,joeng4
10323,佯,joeng4
10324,疡,joeng4
10325,钖,joeng4
10326,垟,joeng4
10327,徉,joeng4
10328,昜,joeng4
10329,洋,joeng4
10330,烊,joeng4
10331,蛘,joeng4
10332,蛘,joeng5
10333,禓,joeng4
10334,鸉,joeng4
10335,卬,joeng5
10336,卬,ngong4
10337,仰,joeng5
10338,仰,ngong5
10339,佒,joeng5
10340,坱,joeng5
10341,养,joeng5
10342,养,joeng6
10343,氧,joeng5
10344,痒,joeng5
10345,軮,ong3
10346,瀁,joeng6
10347,怏,joeng2
10348,怏,joeng3
10349,柍,joeng1
10350,柍,joeng2
10351,恙,joeng6
10352,样,joeng6
10353,羕,joeng6
10354,漾,joeng6
10355,幺,jiu1
10356,夭,jiu1
10357,夭,jiu2
10358,吆,jiu1
10359,妖,jiu1
10360,祅,hin1
10361,喓,jiu1
10362,葽,jiu1
10363,腰,jiu1
10364,邀,jiu1
10365,爻,ngaau4
10366,尧,jiu4
10367,肴,ngaau4
10368,垚,jiu4
10369,姚,jiu4
10370,峣,jiu4
10371,轺,jiu4
10372,珧,jiu4
10373,窑,jiu4
10374,傜,jiu4
10375,殽,ngaau4
10376,谣,jiu4
10377,媱,jiu4
10378,徭,jiu4
10379,愮,jiu4
10380,摇,jiu4
10381,猺,jiu4
10382,遥,jiu4
10383,榣,jiu4
10384,瑶,jiu4
10385,飖,jiu4
10386,繇,jiu4
10387,繇,jau4
10388,繇,zau6
10389,鳐,jiu4
10390,宎,jiu2
10391,抭,jiu5
10392,杳,jiu2
10393,杳,miu5
10394,殀,jiu2
10395,咬,ngaau5
10396,眑,jiu2
10397,窅,jiu2
10398,窈,jiu2
10399,窈,miu5
10400,舀,jiu5
10401,偠,jiu5
10402,溔,jiu5
10403,騕,jiu5
10404,鷕,jiu6
10405,穾,jiu3
10406,药,joek3
10407,药,joek6
10408,要,jiu1
10409,要,jiu3
10410,窔,jiu2
10411,筄,jiu6
10412,詏,aau2
10413,靿,aau3
10414,靿,ngaau3
10415,獟,hiu1
10416,鹞,jiu6
10417,曜,jiu6
10418,艞,tiu3
10419,曣,jin3
10420,耀,jiu6
10421,椰,je4
10422,暍,hot3
10423,噎,jit3
10424,蠮,jit6
10425,爷,je4
10426,耶,je4
10427,揶,je4
10428,也,jaa5
10429,冶,je5
10430,埜,je5
10431,野,je5
10432,嘢,je5
10433,业,jip6
10434,叶,jip6
10435,叶,sip3
10436,曳,jai5
10437,曳,jai6
10438,页,jip6
10439,邺,jip6
10440,夜,je6
10441,抴,jai6
10442,晔,jip6
10443,烨,jip6
10444,偞,jip6
10445,掖,jat6
10446,掖,jik6
10447,液,jat6
10448,液,jik6
10449,谒,jit3
10450,谒,kit3
10451,堨,aat3
10452,堨,ngaat3
10453,堨,ngoi2
10454,堨,oi2
10455,殗,jip3
10456,腋,jat6
10457,腋,jik6
10458,楪,dip6
10459,楪,jip6
10460,馌,jip3
10461,歋,je4
10462,擖,kaa1
10463,靥,jip3
10464,嶪,jip6
10465,擫,jip3
10466,鍱,jip6
10467,一,jat1
10468,伊,ji1
10469,衣,ji1
10470,衣,ji3
10471,医,ji1
10472,依,ji1
10473,祎,ji1
10474,咿,ji1
10475,猗,ji1
10476,郼,ji1
10477,铱,ji2
10478,壹,jat1
10479,揖,jap1
10480,欹,kei1
10481,欹,ji1
10482,蛜,ji1
10483,嫛,ji1
10484,漪,ji1
10485,漪,ji2
10486,噫,ji1
10487,瑿,ji1
10488,鹥,ji1
10489,繄,ji1
10490,黟,ji1
10491,黳,ji1
10492,仪,ji4
10493,匜,ji4
10494,圯,ji4
10495,夷,ji4
10496,杝,ci2
10497,杝,ji4
10498,沂,ji4
10499,诒,ji4
10500,侇,ji4
10501,宜,ji4
10502,怡,ji4
10503,狋,ngan4
10504,狋,ji4
10505,衪,ji4
10506,迤,ji4
10507,迤,ji5
10508,饴,ji4
10509,咦,ji4
10510,姨,ji4
10511,柂,ji4
10512,柂,to4
10513,荑,tai4
10514,贻,ji4
10515,迻,ji4
10516,宧,ji4
10517,栘,ji4
10518,桋,ji4
10519,眙,ci3
10520,眙,ji4
10521,胰,ji4
10522,袘,ji4
10523,酏,ji4
10524,痍,ji4
10525,移,ji4
10526,媐,hei1
10527,羠,ji4
10528,遗,wai4
10529,遗,wai6
10530,椸,ji4
10531,誃,ci2
10532,颐,ji4
10533,疑,ji4
10534,螔,ji4
10535,嶷,ji4
10536,嶷,jik6
10537,簃,ji4
10538,彝,ji4
10539,謻,ci2
10540,觺,ji4
10541,鸃,ji4
10542,乙,jyut3
10543,已,ji5
10544,以,ji5
10545,钇,jyut3
10546,佁,ji5
10547,矣,ji5
10548,苡,ji5
10549,舣,ngai5
10550,蚁,ngai5
10551,倚,ji2
10552,扆,ji2
10553,偯,ji2
10554,崺,ji5
10555,椅,ji1
10556,椅,ji2
10557,鳦,jyut6
10558,旖,ji2
10559,檥,ngai5
10560,礒,ngai5
10561,顗,ngai5
10562,轙,ngai5
10563,齮,ji2
10564,乂,ngaai6
10565,义,ji6
10566,亿,jik1
10567,弋,jik6
10568,刈,ngaai6
10569,忆,jik1
10570,艺,ngai6
10571,仡,ngat6
10572,肊,jik1
10573,议,ji3
10574,议,ji5
10575,阣,ngat6
10576,亦,jik6
10577,屹,ngat6
10578,异,ji6
10579,忔,hat1
10580,忔,ngat6
10581,芅,jik6
10582,佚,jat6
10583,劮,jat6
10584,呓,ngai6
10585,役,jik6
10586,抑,jik1
10587,杙,jik6
10588,译,jik6
10589,邑,jap1
10590,佾,jat6
10591,峄,jik6
10592,怿,jik6
10593,易,ji6
10594,易,jik6
10595,枍,jai6
10596,泆,jat6
10597,绎,jik6
10598,诣,ngai6
10599,驿,jik6
10600,俋,jap1
10601,奕,jik6
10602,帟,jik6
10603,弈,jik6
10604,枻,jai6
10605,疫,jik6
10606,羿,ngai6
10607,衵,jat6
10608,衵,nik1
10609,轶,jat6
10610,轶,dit6
10611,唈,jap1
10612,垼,jik6
10613,悒,jap1
10614,挹,jap1
10615,浥,jap1
10616,益,jik1
10617,谊,ji4
10618,谊,ji6
10619,貤,ji4
10620,陭,kei1
10621,陭,ji2
10622,勚,jai6
10623,勚,ji6
10624,埶,ngai6
10625,埸,jik6
10626,羛,hei3
10627,羛,ji6
10628,翊,jik6
10629,翌,jik6
10630,逸,jat6
10631,詍,jai6
10632,跇,jai6
10633,意,ji3
10634,溢,jat6
10635,缢,ai3
10636,肄,ji6
10637,肄,si3
10638,裔,jeoi6
10639,裛,jap1
10640,嫕,ji3
10641,廙,ji6
10642,潩,ji6
10643,瘗,ji3
10644,膉,jik1
10645,蓺,ngai6
10646,蜴,jik6
10647,靾,sit3
10648,槸,ngai6
10649,毅,ngai6
10650,熠,jap1
10651,镒,jat6
10652,鹝,jik6
10653,鹢,jik6
10654,黓,jik6
10655,劓,ji6
10656,圛,jik6
10657,曀,ai3
10658,殪,ji3
10659,澺,jik1
10660,燚,jik6
10661,瘱,ji3
10662,艗,jik6
10663,薏,ji3
10664,寱,ngai6
10665,斁,jik6
10666,斁,dou3
10667,檍,jik1
10668,燡,jik6
10669,翳,ai3
10670,翳,ji1
10671,翼,jik6
10672,臆,jik1
10673,鮨,ngai6
10674,鮨,kei4
10675,鮨,zi1
10676,镱,ji3
10677,繶,jik1
10678,豷,ai3
10679,豷,ngai3
10680,鶂,jik6
10681,瀷,jik6
10682,醳,jik6
10683,醳,sik1
10684,醷,jik1
10685,饐,ji3
10686,懿,ji3
10687,襼,ngai6
10688,鷾,ji3
10689,因,jan1
10690,阴,jam1
10691,垔,jan1
10692,姻,jan1
10693,洇,jan1
10694,茵,jan1
10695,荫,jam3
10696,音,jam1
10697,骃,jan1
10698,殷,jan1
10699,殷,jan2
10700,殷,jin1
10701,氤,jan1
10702,裀,jan1
10703,铟,jan1
10704,喑,jam1
10705,堙,jan1
10706,愔,jam1
10707,絪,jan1
10708,歅,jan1
10709,禋,jan1
10710,瘖,jam1
10711,諲,jan1
10712,霒,jam1
10713,濦,jan2
10714,闉,jan1
10715,冘,jam4
10716,冘,jau4
10717,吟,jam4
10718,吟,ngam4
10719,垠,ngan4
10720,圁,ngan4
10721,狺,ngan4
10722,寅,jan4
10723,崟,jam4
10724,淫,jam4
10725,银,ngan4
10726,龂,ngan4
10727,鄞,ngan4
10728,夤,jan4
10729,誾,ngan4
10730,龈,han2
10731,龈,ngan4
10732,殥,jan4
10733,嚚,ngan4
10734,蟫,taam4
10735,霪,jam4
10736,尹,wan5
10737,引,jan5
10738,饮,jam2
10739,饮,jam3
10740,蚓,jan5
10741,隐,jan2
10742,釿,gan1
10743,靷,jan5
10744,朄,jan5
10745,檃,jan2
10746,瘾,jan2
10747,螾,jan5
10748,讔,jan2
10749,印,jan3
10750,印,ngan3
10751,胤,jan6
10752,垽,ngan6
10753,酳,jan6
10754,慭,jan6
10755,应,jing1
10756,应,jing3
10757,英,jing1
10758,莺,ang1
10759,婴,jing1
10760,瑛,jing1
10761,嫈,jing1
10762,嘤,jing1
10763,撄,jing1
10764,缨,jing1
10765,罂,aang1
10766,賏,jing1
10767,樱,jing1
10768,璎,jing1
10769,罃,ang1
10770,霙,jing1
10771,鹦,jing1
10772,膺,jing1
10773,鹰,jing1
10774,瀴,jing1
10775,瀴,jing2
10776,蘡,jing1
10777,迎,jing4
10778,迎,jing6
10779,茔,jing4
10780,盈,jing4
10781,荥,jing4
10782,荧,jing4
10783,莹,jing4
10784,萤,jing4
10785,营,jing4
10786,萦,jing4
10787,楹,jing4
10788,滢,jing4
10789,蓥,jing4
10790,潆,jing4
10791,蝇,jing4
10792,嬴,jing4
10793,濴,jing4
10794,謍,jing4
10795,赢,jeng4
10796,赢,jing4
10797,瀛,jing4
10798,瀯,jing4
10799,籯,jing4
10800,郢,cing2
10801,郢,jing5
10802,颍,wing6
10803,颖,wing6
10804,影,jeng2
10805,影,jing2
10806,瘿,jing2
10807,映,jing2
10808,硬,ngaang6
10809,媵,jing6
10810,哟,jo1
10811,唷,jo1
10812,佣,jung4
10813,佣,jung6
10814,拥,jung2
10815,拥,ung2
10816,痈,jung1
10817,邕,jung1
10818,庸,jung4
10819,嗈,jung1
10820,雍,jung1
10821,雍,jung3
10822,墉,jung4
10823,慵,jung4
10824,噰,jung1
10825,壅,jung1
10826,壅,jung2
10827,澭,jung1
10828,镛,jung4
10829,臃,jung2
10830,雝,jung1
10831,廱,jung1
10832,灉,jung1
10833,饔,jung1
10834,鷛,jung4
10835,喁,jung4
10836,喁,jyu4
10837,颙,jung4
10838,鰫,jung4
10839,鰫,sung4
10840,永,wing5
10841,甬,jung2
10842,咏,wing6
10843,泳,wing6
10844,俑,jung2
10845,勇,jung5
10846,埇,cung1
10847,埇,jung2
10848,涌,cung1
10849,涌,jung2
10850,恿,jung2
10851,傛,jung4
10852,傛,jung6
10853,嵱,jung4
10854,蛹,jung2
10855,踊,jung2
10856,禜,wing6
10857,用,jung6
10858,醟,wing6
10859,优,jau1
10860,忧,jau1
10861,攸,jau4
10862,呦,jau1
10863,怮,jau1
10864,泑,jau2
10865,幽,jau1
10866,悠,jau4
10867,麀,jau1
10868,鄾,jau1
10869,嚘,jau1
10870,懮,jau1
10871,懮,jau2
10872,櫌,jau1
10873,纋,jau1
10874,耰,jau1
10875,尢,wong1
10876,尤,jau4
10877,由,jau4
10878,沋,jau4
10879,犹,jau4
10880,邮,jau4
10881,怞,jau4
10882,怞,zau6
10883,油,jau4
10884,斿,jau4
10885,柚,zuk6
10886,柚,jau2
10887,柚,jau6
10888,疣,jau4
10889,浟,dik6
10890,浟,jau4
10891,莜,diu6
10892,莸,jau4
10893,逌,jau4
10894,铀,jau2
10895,铀,jau4
10896,蚰,jau4
10897,訧,jau4
10898,游,jau4
10899,鱿,jau4
10900,楢,jau4
10901,猷,jau4
10902,蝣,jau4
10903,輶,jau4
10904,友,jau5
10905,有,jau5
10906,有,jau6
10907,卣,jau5
10908,酉,jau5
10909,羑,jau5
10910,庮,jau4
10911,庮,jau5
10912,莠,jau5
10913,铕,jau5
10914,槱,jau5
10915,牖,jau5
10916,黝,jau2
10917,又,jau6
10918,右,jau6
10919,幼,jau3
10920,佑,jau6
10921,侑,jau6
10922,狖,jau6
10923,囿,jau6
10924,宥,jau6
10925,诱,jau5
10926,蚴,jau3
10927,釉,jau6
10928,鼬,jau6
10929,扜,jyu1
10930,纡,jyu1
10931,迂,jyu1
10932,陓,wu1
10933,陓,jyu1
10934,淤,jyu1
10935,淤,jyu2
10936,淤,jyu3
10937,渝,jyu4
10938,瘀,jyu1
10939,瘀,jyu2
10940,瘀,jyu3
10941,于,wu1
10942,于,jyu1
10943,于,jyu4
10944,予,jyu4
10945,予,jyu5
10946,邘,jyu1
10947,余,jyu4
10948,妤,jyu4
10949,杅,jyu1
10950,欤,jyu4
10951,玗,jyu1
10952,玙,jyu4
10953,盂,jyu4
10954,臾,jyu4
10955,衧,jyu1
10956,鱼,jyu4
10957,俞,jyu4
10958,禺,jyu4
10959,竽,jyu4
10960,舁,jyu4
10961,娱,jyu4
10962,狳,jyu4
10963,谀,jyu4
10964,渔,jyu4
10965,萸,jyu4
10966,隃,jyu4
10967,隅,jyu4
10968,隅,jyu6
10969,雩,jyu4
10970,嵎,jyu4
10971,愉,jyu4
10972,愉,jyu6
10973,揄,jyu4
10974,湡,jyu4
10975,畬,jyu4
10976,腴,jyu4
10977,逾,jyu4
10978,愚,jyu4
10979,榆,jyu4
10980,歈,jyu4
10981,牏,jyu4
10982,牏,tau4
10983,瑜,jyu4
10984,艅,jyu4
10985,虞,jyu4
10986,觎,jyu4
10987,睮,jyu4
10988,窬,jyu4
10989,舆,jyu4
10990,褕,jyu4
10991,羭,jyu4
10992,蕍,jyu4
10993,蝓,jyu4
10994,踰,jyu4
10995,謣,jyu4
10996,旟,jyu4
10997,鰅,jung4
10998,鰅,jyu4
10999,鸆,jyu4
11000,与,jyu4
11001,与,jyu5
11002,与,jyu6
11003,伛,jyu2
11004,宇,jyu5
11005,屿,zeoi6
11006,屿,jyu4
11007,羽,jyu5
11008,雨,jyu5
11009,雨,jyu6
11010,俣,jyu5
11011,禹,jyu5
11012,语,jyu5
11013,语,jyu6
11014,圄,jyu5
11015,峿,ng4
11016,偊,geoi2
11017,偊,jyu2
11018,圉,jyu5
11019,庾,jyu5
11020,敔,jyu5
11021,鄅,jyu5
11022,萭,geoi2
11023,萭,jyu5
11024,铻,ng4
11025,铻,jyu5
11026,斞,jyu5
11027,楀,jyu5
11028,瑀,jyu5
11029,瘐,jyu5
11030,窳,jyu5
11031,龉,jyu5
11032,噳,jyu5
11033,貐,jyu5
11034,麌,jyu5
11035,蘌,jyu5
11036,玉,juk6
11037,驭,jyu6
11038,吁,heoi1
11039,吁,joek6
11040,吁,jyu6
11041,聿,wat6
11042,聿,leot6
11043,聿,jyut6
11044,芋,wu6
11045,妪,jyu2
11046,饫,jyu3
11047,育,juk6
11048,郁,wat1
11049,郁,juk1
11050,彧,juk1
11051,昱,juk1
11052,狱,juk6
11053,峪,juk6
11054,浴,juk6
11055,钰,juk6
11056,预,jyu6
11057,域,wik6
11058,堉,juk6
11059,欲,juk6
11060,淢,gwik1
11061,淢,wik6
11062,淯,juk6
11063,谕,jyu6
11064,阈,wik6
11065,喻,jyu6
11066,寓,jyu6
11067,御,ngaa6
11068,御,jyu6
